id,text,Generalized_Hate
1052082075451478016,metoo merch she persisted hashtag necklace equality jewelry shepersisted metoo timesup news httpstcoimtahkjhlx,0
1051989282225868800,blacklivesmatter amp the metoo movement are socialjustice campaigns which have become international phenomena what does it mean to be a social justice warrior amp should we become one join outreach director james croft oct at am for his talk on social justice warriors,0
1052189267617832960,tropics wvloop westbound dont you hate when a song gets stuck in your head metoo so what do you do listen to your favorite songs while you loop,0
1052127532428931073,actress who helped trigger indias metoo movement inspired by god reuters entertainment news httpstcoamntfiptpm,0
1052101893030273024,brittanymurphy harveyweinstein metoo i wonder now if he had anything to do with the blind items that ruined her career and left her depressed and miserable rip,0
1051673500145074176,as i get ready to head to bed i happen to pick up a few calvin thoughts they really got my attention democrats metoo antifaterrorists humor,1
1051972330476503040,college student allegedly raped hours after attending a metoo rally httpstcoououlbaipf httpstcobyputrrhag,0
1049626371268403200,well done anncoulter welcome to australia before you get here land down under where our local metoo and emilyslist feminists slam brettkavanaugh over a sexual assault allegation yet ignore a similar allegation against the left wing alternative auspol pm billshortenmp httpstcodfudbrwqjj,0
1055764584018014208,metoo bereal mentoo part,1
1052050805652709377,metoomvmt lets unpack consent metoo httpstcojularncksr,0
1052078091236007941,mo state student allegedly raped hours after attending a metoo rally liberty man charged httpstcodxlcvzctgr,0
1052150134421839872,pledgedemocracy indivisibleteam hillaryclinton the metoo movement is biting some dems on the butt it ’ s about time it caught up to keith ellison httpstcojozhvzbfff,0
1052062398813593600,motherjones clarajeffery please carry on metoo,0
1049775000352251904,theeverest promo in martin place with usual balance of genders in the models as my daughter once asked about nrl cheerleaders “ where ’ s the boys ” i ’ ll wait auspol metoo,0
1049485928014598145,the sad reality of trump ’ s america 🇺🇸 even in the metoo era 😢 trump kavanaughconfirmed,0
1049819542023626752,hey jackietrad are you going to admonish richardmarlesmp in a tweet for supporting billshortenmp about a rape allegation like you admonished the younglibs for supporting the brettkavanaugh httpstcoizzpcymvth auspol metoo qldpol couriermail httpstcotilfabdilp,0
1050146297829675008,lyncsmith billshortenmp sharrimarkson skynewsaust davidleyonhjelm theboltreport pmonair greens chriskkenny kierangilbert ljayes scottmorrisonmp realmarklatham theheraldsun dailytelegraph alanjones all sarah hanson young has done is added another metoo front to the billshortenmp historical sexualassault allegation that many on the left are too blind to see is very similar to the allegations about brettkavanuagh who they are currently eager to attack auspol,0
1051937005775544320,the metoo movement is going to have a financial effect on businesses according to a new study from fticonsulting and minegaps,1
1050489314604281856,amymek horrifying amazing hypocrisy of the lefties tomilahren foxandfriends metoo,0
1052069612647579650,alamgirizvi mrsmeenakumari akhterzaidi ahmedsaudager sunilmene sranvijay amitsinghdel neetins mahakalmhakal varshneyrudra jharoji varonikavks manjuchattarjee viralsurili sapnamalik sharmanishaa vikasmohanproac sheeias naazuruba tinythakor dipikasi salonirathee itsbutterfly bhootsantosh twitter gm all frnds💐 worldfoodday food hungerindex metoo metooindia bikgayiec rahulgandhiingwalior chambalwithcongress prernaforwomen हरबारभाजपासरकार sarkardiwali roflravish officeofas dubeyabhay acharyapramodk mereshivashakti shamaayyub 👇,0
1052105370091417601,metoo founder tarana burke reflects on the movement one year later,0
1051910566929784842,rahuldravid even the wall of india faced this situation bad very bad very sad to see this the reason why rahul dravid is the real man metoo,0
1052182459197075457,eaf training kit sexual harassment prevention free to members metoo eeo harassment,0
1052171029823479808,metoo alyssamilano kathygriffin not all women are truthful httpstcoszgisugslu,0
1052033146273849345,to book the original voice of siri for your next event summit retreat conference tradeshow dm mjaspeakers keynotes speakers infotainment women in tech womenwholead strongwomen girlpower mjaspeakers girlpower conferences empowerment metoo events eventnews,0
1051172242053246976,metoo coa seeks explanation from bcci ceo,1
1054992041380323330,tarana burke unveils the next stages of metoo and sits down with her daughter to discuss the movement and the role it has played in both their lives,1
1051973740790210561,“ conservative women don ’ t feel victimized ” how the kavanaugh nomination underscored the right ’ s complex inability to cope with the metoo reckoning httpstcoysthyhftun,0
1049344615348756484,rose mcgowan says she was slamming hollywood not the metoo movement httpstcospsvwfrhij,0
1050339977010114561,nuns are already forgotten metoo meenadasnarayan mrsgandhi shubhrastha kiranks,1
1052284335351652353,one year after metoo where do we go from here,0
1048773251483103232,pity the metoo kavanaugh deplorablesrioters werent vocal when democrat hillary let an ambassador in benghazi and staff be tortured and murdered potus sebgorka sheriffclarke carlachamorros drmartyfox seanhannity tuckercarlson mirandadevine foxandfriends cnn wsj,0
1052119180084793344,learnhardly this is how metoo started 😆,1
1052291107726315520,via metoo mania accused,0
1052228371994808321,most women i know have been sexual assaulted or raped most women i know have been blamed for their sexual assault or rape most people who commit sexual assault or rape face no repercussions we need justice and education i am a survivor metoo teachthem letstalkmonth,1
1050229024029462528,metoo movement new allegations of assault govt weighs its akbar option,1
1052127524673662978,actress who helped trigger indias metoo movement inspired by god,0
1052221544334802944,citizensmandate briankempga we see you our faith and values compel many many of us to vote for staceyabrams have a blessed day maam wearegeorgia yallmeansall gapol veteransforabrams workingfamilies gateachers galabor gafilm bluewave teamabrams metoo,0
1055000806913654784,sanjjanaa galranis first reaction over ravi srivatsa press meet on metoo allegations video link ►httpstcokajdbpthaa directorravisrivatsa pressmeetbyravisrivatsa sanjjanaagalrani metooallegations gandahendthifilm sanjjanaagalraniallegationagainstravisrivatsa,1
1056806030795927552,afridarahmanali mondaymotivation mangina spotted metoo metooindia,1
1052273303660974080,metoo is celebrating its anniversary but has the movement changed anything,0
1052231227514740737,on todays unpopular opinion adamtodbrown and special guests nesgritton and joedosch talk about the possibility that the kavanaugh hearings were just a republican effort to discredit the metoo movement itunes httpstcozqemtmnuqx google httpstcotjkwpynuoy,0
1049562731257286659,hopefully the himtoo movement will encourage boys to keep their dicks in their pants out of fear that their mom will want to tag along on all of their dates metoo,0
1051159706809630723,over the first year of metoo it has been helpful to look to the young for guidance,1
1052284113879744514,is sarah lucas right for the metoo moment by martha schwendener via nyt httpstcohirycntusj,0
1052099101364342784,rachmuth j streets metoo problem via the daily wire,0
1051982673915387905,what a great day to display the mission of marionshouse and the metoo movement giveanear to child sexual abuse,0
1051972435627663361,repost trumprumppaper wwyd tag two friends and ask wwtd traitor believesurvivors sexualassault rape metoo enough brettkavanaugh rockbottomsbasement theresistance nfl colinkaepernick blacklivesmatter takeaknee taketheknee donaldtrump fuckgop notmypresi…,0
1051946290140000256,the seven sworn depositions of past officials should be reviewed the notetaker seek refuge return in hours and report directly to me fbiindianapolis fbi indstatepolice indystar martinsvillematters johnwoodengymnasium metoo sexcrimes,0
1052258583205695488,move over metoo movement the mesioux movement is here,0
1051600944805212162,one year amp million tweets later today marks a year of the viral metoo movement thank you for sharing your stories you are not alone sexual amp genderbased violence is a human rights violation and were committed to ending it ✊,0
1051979837383077889,mo state student allegedly raped hours after attending a metoo rally liberty man charged,0
1051141497775636480,miami nyc houston metoo inspires wave of old misconduct reports to colleges more info,1
1052109178087587840,bcci ceo rahul johri goes on leave to prepare explanation for metoo allegation,0
1051909231883022336,only five days remaining october and raleigh nc or live online httpstcoovwcdpcevl justicegeneration churchtoo metoo,0
1052197854842892288,alyssamilano it ’ s also bullshit amp has been used forever as a way of keeping women silent we have carried the shame for too long amp men must step up amp bear responsibility for their behavior amp the culture they helped perpetuate timesup metoo but never again today ’ s mood bring it httpstcoqfkkthzbbf,0
1056213868228345856,when i ran my own production house people used to say that only pansies and naa mard men can work with me this was because i had zero tolerance for sexual harrasment in my unit says vintananda metoo shethepeople bombaywaali colorstv,1
1052151329156714496,finally salman khan ’ s name crops up in metoo allegations former bigg boss contestant pooja misrra accuses salman with brothers arbaaz and sohail of raping her watch videos,0
1052242954671284224,dont be pulling a susan collins because we wont forget latinaslead browngirlmagic luzcollective flbl latinas susancollins metoo timesup senatorcollins malinche,0
1050498919321485313,votetrumppics jamieleecurtis metoo just bought this beauty today,0
1049930526314782720,if sarah hanson young thinks brettkavanuagh is unfit for office it ’ s hypocritical if she does not also think billshortenmp who faced a similar allegation is not also unfit for office auspol sharrimarkson metoo sharrimarkson skynewsaust davidleyonhjelm theboltreport,0
1050765040901603329,she is the only who does not use metoo metooindia respect sunnyleone,1
1052278270673256448,metoo nice candidate philbredesen kept sexual harassment allegations in the dark protecting his aides and silencing victims tnsen,0
1051988967585972225,this is not metoo barrister says groping cop isnt weinstein,0
1049973338372632578,taxidermy deathshead moth by oddity asylum taxidermy halloween gothic black deathsheadmoth aussie ⁠ ⁠ tattoo art theblockau butterfly moth spider fortnite hardquiz kelilane oufc ispr etalk qanda news metoo⁠ ⁠ amas⁠ ⁠ oufc httpstcofhoqoddxzt,0
1052208827393695745,domestic violence awareness hasn ’ t caught up with metoo here ’ s why httpstcosrkfodwiiv,0
1051904344541618177,college student allegedly raped hours after attending a metoo rally,1
